# source: Mustafa Insel, 1990 PhD thesis, Figure 359
# source_location: printed page 358; PDF page 368
# source-only two-pass trace; no michell output used in extraction or reconciliation
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.255,0.2550001,1.2188040,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2549999,1.2204022,0.2550002,1.2172058,0.0000002,0.0031964,856.711,963.012,857.367,964.607
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.260,0.2599999,1.2255925,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2600001,1.2261771,0.2599998,1.2250079,0.0000002,0.0011692,867.089,960.083,867.733,960.656
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.265,0.2650001,1.2283181,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2650002,1.2293435,0.2650000,1.2272927,0.0000002,0.0020508,877.467,958.477,878.100,959.499
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.270,0.2700000,1.2316474,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2699998,1.2319479,0.2700002,1.2313468,0.0000004,0.0006012,887.844,957.156,888.467,957.446
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.275,0.2749999,1.2329942,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2749999,1.2343297,0.2749998,1.2316588,0.0000001,0.0026709,898.222,955.948,898.833,957.288
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.280,0.2800000,1.2281985,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2800000,1.2269677,0.2800000,1.2294293,0.0000000,0.0024616,908.600,959.682,909.200,958.417
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.285,0.2850001,1.2277062,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2850001,1.2276912,0.2850002,1.2277212,0.0000001,0.0000299,918.978,959.315,919.567,959.282
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.290,0.2900000,1.2276856,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2900002,1.2275473,0.2899998,1.2278239,0.0000004,0.0002765,929.356,959.388,929.933,959.230
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.295,0.2949999,1.2283612,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2949998,1.2284168,0.2950000,1.2283057,0.0000002,0.0001111,939.733,958.947,940.300,958.986
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.300,0.3000001,1.2341453,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2999999,1.2332610,0.3000002,1.2350296,0.0000002,0.0017686,950.111,956.490,950.667,955.581
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.305,0.3049999,1.2441514,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3050001,1.2431151,0.3049998,1.2451876,0.0000002,0.0020725,960.489,951.492,961.033,950.437
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.310,0.3100001,1.2570200,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3100002,1.2538782,0.3100000,1.2601619,0.0000002,0.0062838,970.867,946.033,971.400,942.854
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.315,0.3150000,1.2827814,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3149998,1.2674901,0.3150002,1.2980727,0.0000004,0.0305825,981.244,939.129,981.767,923.656
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.320,0.3199999,1.2993913,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3199999,1.2980698,0.3199998,1.3007129,0.0000001,0.0026431,991.622,923.619,992.133,922.319
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.325,0.3250000,1.3150527,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3250000,1.3132847,0.3250000,1.3168207,0.0000000,0.0035360,1002.000,915.902,1002.500,914.162
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.330,0.3300001,1.3271616,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3300001,1.3284148,0.3300002,1.3259084,0.0000001,0.0025065,1012.378,908.228,1012.867,909.560
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.335,0.3350000,1.3557982,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3350002,1.3545288,0.3349998,1.3570675,0.0000004,0.0025388,1022.756,894.983,1023.233,893.781
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.340,0.3399999,1.3647302,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3399998,1.3628628,0.3400000,1.3665976,0.0000002,0.0037348,1033.133,890.756,1033.600,888.955
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.345,0.3450001,1.3731272,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3449999,1.3734562,0.3450002,1.3727982,0.0000002,0.0006580,1043.511,885.383,1043.967,885.815
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.350,0.3499999,1.3755584,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3500001,1.3755915,0.3499998,1.3755253,0.0000002,0.0000662,1053.889,884.300,1054.333,884.434
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.355,0.3550001,1.3790596,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3550002,1.3793533,0.3550000,1.3787658,0.0000002,0.0005875,1064.267,882.392,1064.700,882.793
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.360,0.3600000,1.3760687,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3599998,1.3757551,0.3600002,1.3763823,0.0000004,0.0006272,1074.644,884.217,1075.067,884.000
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.365,0.3649999,1.3767300,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3649999,1.3760193,0.3649998,1.3774408,0.0000001,0.0014214,1085.022,884.083,1085.433,883.464
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.370,0.3700000,1.4266007,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3700000,1.4235016,0.3700000,1.4296998,0.0000000,0.0061983,1095.400,860.000,1095.800,857.000
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.375,0.3750001,1.4078362,0.0030000,0.0215802,2,two-pass source-only match; ordinate averaged,0.3750001,1.4294164,0.3750002,1.3862559,0.0000001,0.0431605,1105.778,857.000,1106.167,879.000
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.380,0.3800000,1.4105089,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3800002,1.3982670,0.3799998,1.4227508,0.0000004,0.0244838,1116.156,872.799,1116.533,860.519
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.385,0.3849999,1.3850919,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3849998,1.4023856,0.3850000,1.3677982,0.0000002,0.0345875,1126.533,870.710,1126.900,888.347
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.390,0.3900001,1.4309758,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3899999,1.4333596,0.3900002,1.4285920,0.0000002,0.0047676,1136.911,855.000,1137.267,857.561
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.395,0.3949999,1.3669846,0.0030000,0.0229996,2,two-pass source-only match; ordinate averaged,0.3950001,1.3899842,0.3949998,1.3439850,0.0000002,0.0459992,1147.289,877.000,1147.633,900.406
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.400,0.4000001,1.3414152,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4000002,1.3421057,0.4000000,1.3407247,0.0000002,0.0013810,1157.667,901.284,1158.000,902.057
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.405,0.4050000,1.3397360,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4049998,1.3404239,0.4050002,1.3390482,0.0000004,0.0013757,1168.044,902.137,1168.367,902.906
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.410,0.4099999,1.3460350,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4099999,1.3459720,0.4099998,1.3460979,0.0000001,0.0001259,1178.422,899.323,1178.733,899.336
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.415,0.4150000,1.3475800,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4150000,1.3474211,0.4150000,1.3477389,0.0000000,0.0003178,1188.800,898.588,1189.100,898.505
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.420,0.4200001,1.3304640,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4200001,1.3488762,0.4200002,1.3120517,0.0000001,0.0368244,1199.178,897.850,1199.467,916.577
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.425,0.4250000,1.3095947,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4250002,1.3094184,0.4249998,1.3097709,0.0000004,0.0003526,1209.556,917.863,1209.833,917.732
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.430,0.4299999,1.3374635,0.0030000,0.0262510,2,two-pass source-only match; ordinate averaged,0.4299998,1.3637145,0.4300000,1.3112125,0.0000002,0.0525020,1219.933,890.324,1220.200,917.002
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.435,0.4350001,1.3207279,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4349999,1.3196885,0.4350002,1.3217674,0.0000002,0.0020789,1230.311,912.654,1230.567,911.657
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.440,0.4399999,1.3304400,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4400001,1.3291778,0.4399998,1.3317022,0.0000002,0.0025244,1240.689,907.841,1240.933,906.626
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.445,0.4450001,1.3391061,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4450002,1.3403884,0.4450000,1.3378239,0.0000002,0.0025646,1251.067,902.155,1251.300,903.526
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.450,0.4500000,1.3477957,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4499998,1.3481684,0.4500002,1.3474230,0.0000004,0.0007454,1261.444,898.209,1261.667,898.665
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.455,0.4549999,1.3695657,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4549999,1.3697772,0.4549998,1.3693543,0.0000001,0.0004229,1271.822,887.249,1272.033,887.559
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.460,0.4600000,1.3868934,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4600000,1.3892271,0.4600000,1.3845596,0.0000000,0.0046675,1282.200,877.384,1282.400,879.859
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.465,0.4650001,1.3840438,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4650001,1.3643533,0.4650002,1.4037342,0.0000001,0.0393809,1292.578,890.000,1292.767,870.149
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.470,0.4700000,1.3792400,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4700002,1.3820978,0.4699998,1.3763823,0.0000004,0.0057155,1302.956,881.000,1303.133,884.000
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.475,0.4749999,1.3969985,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4749998,1.3998423,0.4750000,1.3941548,0.0000002,0.0056875,1313.333,872.000,1313.500,875.000
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.480,0.4800001,1.4186987,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4799999,1.4274448,0.4800002,1.4099526,0.0000002,0.0174922,1323.711,858.000,1323.867,867.000
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.485,0.4849999,1.4658277,0.0030000,0.0262543,2,two-pass source-only match; ordinate averaged,0.4850001,1.4920820,0.4849998,1.4395735,0.0000002,0.0525086,1334.089,825.216,1334.233,852.000
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.490,0.4900001,1.5065518,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4900002,1.5242232,0.4900000,1.4888803,0.0000002,0.0353429,1344.467,808.914,1344.600,827.031
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.495,0.4950000,1.5456692,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4949998,1.5477760,0.4950002,1.5435624,0.0000004,0.0042136,1354.844,796.968,1354.967,799.340
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.500,0.4999999,1.5572022,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4999999,1.5570505,0.4999998,1.5573539,0.0000001,0.0003034,1365.222,792.264,1365.333,792.356
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.505,0.5050000,1.5605844,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5050000,1.5601341,0.5050000,1.5610348,0.0000000,0.0009007,1375.600,790.700,1375.700,790.492
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.510,0.5100001,1.5585794,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5100001,1.5572792,0.5100002,1.5598795,0.0000001,0.0026004,1385.978,792.148,1386.067,791.077
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.515,0.5150000,1.5565924,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5150002,1.5564610,0.5149998,1.5567239,0.0000004,0.0002630,1396.356,792.563,1396.433,792.675
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.520,0.5199999,1.5546086,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5199998,1.5543139,0.5200000,1.5549032,0.0000002,0.0005894,1406.733,793.652,1406.800,793.597
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.525,0.5250001,1.5823440,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5249999,1.5812697,0.5250002,1.5834182,0.0000002,0.0021485,1417.111,779.980,1417.167,779.157
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.530,0.5299999,1.5677885,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5300001,1.5847969,0.5299998,1.5507800,0.0000002,0.0340169,1427.489,778.191,1427.533,795.685
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.535,0.5350001,1.5490019,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5350002,1.5486534,0.5350000,1.5493503,0.0000002,0.0006969,1437.867,796.523,1437.900,796.409
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.540,0.5400000,1.5693190,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5399998,1.5696668,0.5400002,1.5689712,0.0000004,0.0006956,1448.244,785.865,1448.267,786.473
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.545,0.5449999,1.5314059,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5449999,1.5314255,0.5449998,1.5313863,0.0000001,0.0000392,1458.622,805.261,1458.633,805.506
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.550,0.5500000,1.5265668,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5500000,1.5264038,0.5500000,1.5267299,0.0000000,0.0003261,1469.000,807.808,1469.000,807.864
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.555,0.5550001,1.5221059,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5550001,1.5213762,0.5550002,1.5228357,0.0000001,0.0014595,1479.378,810.358,1479.367,809.836
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.560,0.5600000,1.5431876,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5600002,1.5431960,0.5599998,1.5431793,0.0000004,0.0000167,1489.756,799.291,1489.733,799.534
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.565,0.5649999,1.4976968,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5649998,1.4983222,0.5650000,1.4970715,0.0000002,0.0012507,1500.133,822.051,1500.100,822.883
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.570,0.5700001,1.4916707,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5699999,1.4873718,0.5700002,1.4959696,0.0000002,0.0085977,1510.511,827.605,1510.467,823.441
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.575,0.5749999,1.5014749,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5750001,1.5090221,0.5749998,1.4939277,0.0000002,0.0150944,1520.889,816.624,1520.833,824.475
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.580,0.5800001,1.4974759,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5800002,1.4967784,0.5800000,1.4981734,0.0000002,0.0013950,1531.267,822.834,1531.200,822.325
