# source: Mustafa Insel, 1990 PhD thesis, Figures 347--350
# source_location: printed pages 352--353; PDF pages 362--363
# principal-hump window only; source-only two-pass trace
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.430,0.4299999,1.4286786,0.4300001,1.4298702,0.0000002,0.0011916,1646.033,1135.070,1646.567,1134.548,0.4300000,1.4292744,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.435,0.4350001,1.4458770,0.4350000,1.4452153,0.0000000,0.0006616,1659.928,1123.382,1660.439,1124.144,0.4350001,1.4455462,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.440,0.4399999,1.5067863,0.4400000,1.5072876,0.0000000,0.0005013,1673.822,1081.988,1674.311,1082.059,0.4399999,1.5070370,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.445,0.4450001,1.5454076,0.4449999,1.5461917,0.0000002,0.0007841,1687.717,1055.741,1688.183,1055.682,0.4450000,1.5457997,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.450,0.4500000,1.6236521,0.4500002,1.5551740,0.0000002,0.0684781,1701.611,1002.566,1702.056,1049.592,0.4500001,1.5894131,0.0030000,0.0342391,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.455,0.4550002,1.6171542,0.4550001,1.5981962,0.0000001,0.0189580,1715.506,1006.982,1715.928,1020.423,0.4550001,1.6076752,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.460,0.4600000,1.6591760,0.4600000,1.6073555,0.0000000,0.0518205,1729.400,978.424,1729.800,1014.213,0.4600000,1.6332657,0.0030000,0.0259103,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.465,0.4649998,1.6294026,0.4649999,1.6263599,0.0000001,0.0030427,1743.294,998.658,1743.672,1001.328,0.4649999,1.6278812,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.470,0.4700000,1.6627428,0.4699998,1.6622021,0.0000002,0.0005407,1757.189,976.000,1757.544,977.027,0.4699999,1.6624724,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.475,0.4749999,1.6694173,0.4750001,1.6693230,0.0000002,0.0000943,1771.083,971.464,1771.417,972.199,0.4750000,1.6693702,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.480,0.4800001,1.6724441,0.4800000,1.6730118,0.0000000,0.0005677,1784.978,969.407,1785.289,969.698,0.4800001,1.6727279,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.485,0.4849999,1.7335138,0.4850000,1.7081888,0.0000000,0.0253250,1798.872,927.904,1799.161,945.848,0.4849999,1.7208513,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.490,0.4900001,1.7452796,0.4899999,1.7241888,0.0000002,0.0210908,1812.767,919.908,1813.033,935.000,0.4900000,1.7347342,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.495,0.4950000,1.7525839,0.4950002,1.6784661,0.0000002,0.0741178,1826.661,914.944,1826.906,966.000,0.4950001,1.7155250,0.0030000,0.0370589,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.500,0.5000002,1.7498808,0.5000001,1.7400516,0.0000001,0.0098292,1840.556,916.781,1840.778,924.245,0.5000001,1.7449662,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.505,0.5050000,1.7315597,0.5050000,1.7289587,0.0000000,0.0026010,1854.450,929.232,1854.650,931.766,0.5050000,1.7302592,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.510,0.5099998,1.7168378,0.5099999,1.7122906,0.0000001,0.0045473,1868.344,939.237,1868.522,943.067,0.5099999,1.7145642,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.515,0.5150000,1.7063052,0.5149998,1.6996858,0.0000002,0.0066193,1882.239,946.395,1882.394,951.613,0.5149999,1.7029955,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.520,0.5199999,1.6899912,0.5200001,1.6941283,0.0000002,0.0041371,1896.133,957.482,1896.267,955.381,0.5200000,1.6920597,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.525,0.5250001,1.6642628,0.5250000,1.6643038,0.0000000,0.0000410,1910.028,974.967,1910.139,975.602,0.5250001,1.6642833,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.530,0.5299999,1.6563861,0.5300000,1.6584307,0.0000000,0.0020446,1923.922,980.320,1924.011,979.584,0.5299999,1.6574084,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.535,0.5350001,1.6361639,0.5349999,1.6370428,0.0000002,0.0008789,1937.817,994.063,1937.883,994.085,0.5350000,1.6366033,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.540,0.5400000,1.6242025,0.5400002,1.6252316,0.0000002,0.0010291,1951.711,1002.192,1951.756,1002.093,0.5400001,1.6247170,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.545,0.5450002,1.6098411,0.5450001,1.6066652,0.0000001,0.0031759,1965.606,1011.952,1965.628,1014.681,0.5450001,1.6082531,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.550,0.5500000,1.5986639,0.5500000,1.6005413,0.0000000,0.0018774,1979.500,1019.548,1979.500,1018.833,0.5500000,1.5996026,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.350,0.3499999,1.0882382,0.3500000,1.0875899,0.0000000,0.0006483,1423.722,3686.998,1424.611,3687.179,0.3499999,1.0879141,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.355,0.3550001,1.0083191,0.3549999,1.0073673,0.0000002,0.0009518,1437.617,3741.343,1438.483,3741.602,0.3550000,1.0078432,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.360,0.3600000,0.9485294,0.3600002,0.9463443,0.0000002,0.0021851,1451.511,3782.000,1452.356,3783.000,0.3600001,0.9474369,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.365,0.3650002,0.8441176,0.3650001,0.8505307,0.0000001,0.0064130,1465.406,3853.000,1466.228,3848.000,0.3650001,0.8473242,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.370,0.3700000,0.8161574,0.3700000,0.8180336,0.0000000,0.0018763,1479.300,3872.013,1480.100,3870.046,0.3700000,0.8170955,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.375,0.3749998,0.7529412,0.3749999,0.7488208,0.0000001,0.0041204,1493.194,3915.000,1493.972,3917.000,0.3749999,0.7508810,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.380,0.3800000,0.8529412,0.3799998,0.8475825,0.0000002,0.0053586,1507.089,3847.000,1507.844,3850.000,0.3799999,0.8502619,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.385,0.3849999,0.9411765,0.3850001,0.9375000,0.0000002,0.0036765,1520.983,3787.000,1521.717,3789.000,0.3850000,0.9393382,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.390,0.3900001,1.1000000,0.3900000,1.0981722,0.0000000,0.0018278,1534.878,3679.000,1535.589,3680.000,0.3900001,1.0990861,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.395,0.3949999,1.2035485,0.3950000,1.2008373,0.0000000,0.0027113,1548.772,3608.587,1549.461,3610.352,0.3949999,1.2021929,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.400,0.4000001,1.2990324,0.3999999,1.3040654,0.0000002,0.0050331,1562.667,3543.658,1563.333,3540.322,0.4000000,1.3015489,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.405,0.4050000,1.3352809,0.4050002,1.3338193,0.0000002,0.0014616,1576.561,3519.009,1577.206,3520.137,0.4050001,1.3345501,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.410,0.4100002,1.3667088,0.4100001,1.3901135,0.0000001,0.0234047,1590.456,3497.638,1591.078,3481.947,0.4100001,1.3784112,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.415,0.4150000,1.4037074,0.4150000,1.4108004,0.0000000,0.0070931,1604.350,3472.479,1604.950,3467.913,0.4150000,1.4072539,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.420,0.4199998,1.4511426,0.4199999,1.4490286,0.0000001,0.0021141,1618.244,3440.223,1618.822,3441.979,0.4199999,1.4500856,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.425,0.4250000,1.5458632,0.4249998,1.5442114,0.0000002,0.0016519,1632.139,3375.813,1632.694,3377.407,0.4249999,1.5450373,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.430,0.4299999,1.5508147,0.4300001,1.5512692,0.0000002,0.0004545,1646.033,3372.446,1646.567,3372.619,0.4300000,1.5510419,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.435,0.4350001,1.5562529,0.4350000,1.5568278,0.0000000,0.0005749,1659.928,3368.748,1660.439,3368.848,0.4350001,1.5565404,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.440,0.4399999,1.5592338,0.4400000,1.5604245,0.0000000,0.0011907,1673.822,3366.721,1674.311,3366.408,0.4399999,1.5598292,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.445,0.4450001,1.5566676,0.4449999,1.5575236,0.0000002,0.0008559,1687.717,3368.466,1688.183,3368.376,0.4450000,1.5570956,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.450,0.4500000,1.5530235,0.4500002,1.5343042,0.0000002,0.0187193,1701.611,3370.944,1702.056,3384.128,0.4500001,1.5436639,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.455,0.4550002,1.5398235,0.4550001,1.5408712,0.0000001,0.0010476,1715.506,3379.920,1715.928,3379.673,0.4550001,1.5403473,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.460,0.4600000,1.5350265,0.4600000,1.5353685,0.0000000,0.0003420,1729.400,3383.182,1729.800,3383.406,0.4600000,1.5351975,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.465,0.4649998,1.5251853,0.4649999,1.5235038,0.0000001,0.0016815,1743.294,3389.874,1743.672,3391.455,0.4649999,1.5243446,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.470,0.4700000,1.5166838,0.4699998,1.5178361,0.0000002,0.0011523,1757.189,3395.655,1757.544,3395.300,0.4699999,1.5172600,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.475,0.4749999,1.5064279,0.4750001,1.5026002,0.0000002,0.0038277,1771.083,3402.629,1771.417,3405.636,0.4750000,1.5045141,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.480,0.4800001,1.4950294,0.4800000,1.4957857,0.0000000,0.0007563,1784.978,3410.380,1785.289,3410.259,0.4800001,1.4954075,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.485,0.4849999,1.4806162,0.4850000,1.4729068,0.0000000,0.0077093,1798.872,3420.181,1799.161,3425.780,0.4849999,1.4767615,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.490,0.4900001,1.4667191,0.4899999,1.4620077,0.0000002,0.0047115,1812.767,3429.631,1813.033,3433.174,0.4900000,1.4643634,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.495,0.4950000,1.5000000,0.4950002,1.4442527,0.0000002,0.0557473,1826.661,3407.000,1826.906,3445.219,0.4950001,1.4721263,0.0030000,0.0278737,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.500,0.5000002,1.5034485,0.5000001,1.4319340,0.0000001,0.0715146,1840.556,3404.655,1840.778,3453.576,0.5000001,1.4676912,0.0030000,0.0357573,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.505,0.5050000,1.4602941,0.5050000,1.4504717,0.0000000,0.0098224,1854.450,3434.000,1854.650,3441.000,0.5050000,1.4553829,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.510,0.5099998,1.4397059,0.5099999,1.3918264,0.0000001,0.0478795,1868.344,3448.000,1868.522,3480.785,0.5099999,1.4157661,0.0030000,0.0239398,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.515,0.5150000,1.4205882,0.5149998,1.3727432,0.0000002,0.0478450,1882.239,3461.000,1882.394,3493.731,0.5149999,1.3966657,0.0030000,0.0239225,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.520,0.5199999,1.4000000,0.5200001,1.3538340,0.0000002,0.0461660,1896.133,3475.000,1896.267,3506.559,0.5200000,1.3769170,0.0030000,0.0230830,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.525,0.5250001,1.3432088,0.5250000,1.3379201,0.0000000,0.0052887,1910.028,3513.618,1910.139,3517.355,0.5250001,1.3405645,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.530,0.5299999,1.3305809,0.5300000,1.3248172,0.0000000,0.0057637,1923.922,3522.205,1924.011,3526.244,0.5299999,1.3276990,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.535,0.5350001,1.3204809,0.5349999,1.3205189,0.0000002,0.0000380,1937.817,3529.073,1937.883,3529.160,0.5350000,1.3204999,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.540,0.5400000,1.3151176,0.5400002,1.3149322,0.0000002,0.0001855,1951.711,3532.720,1951.756,3532.950,0.5400001,1.3150249,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.545,0.5450002,1.3100868,0.5450001,1.3093735,0.0000001,0.0007132,1965.606,3536.141,1965.628,3536.721,0.5450001,1.3097301,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C2,Wigley hull,solid,solid crest below dashed C3,solid principal crest below C3,0.550,0.5500000,1.3001206,0.5500000,1.3030778,0.0000000,0.0029572,1979.500,3542.918,1979.500,3540.992,0.5500000,1.3015992,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.350,0.3499999,1.2906103,0.3500000,1.2902712,0.0000000,0.0003391,1423.722,3549.385,1424.611,3549.680,0.3499999,1.2904408,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.355,0.3550001,1.2872574,0.3549999,1.2860392,0.0000002,0.0012181,1437.617,3551.665,1438.483,3552.551,0.3550000,1.2866483,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.360,0.3600000,1.2706529,0.3600002,1.1998821,0.0000002,0.0707709,1451.511,3562.956,1452.356,3611.000,0.3600001,1.2352675,0.0030000,0.0353854,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.365,0.3650002,1.2411765,0.3650001,1.2396816,0.0000001,0.0014949,1465.406,3583.000,1466.228,3584.000,0.3650001,1.2404290,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.370,0.3700000,1.2361544,0.3700000,1.2286955,0.0000000,0.0074590,1479.300,3586.415,1480.100,3591.453,0.3700000,1.2324249,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.375,0.3749998,1.2164382,0.3749999,1.1499573,0.0000001,0.0664810,1493.194,3599.822,1493.972,3644.869,0.3749999,1.1831977,0.0030000,0.0332405,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.380,0.3800000,1.2073794,0.3799998,1.1393013,0.0000002,0.0680781,1507.089,3605.982,1507.844,3652.098,0.3799999,1.1733404,0.0030000,0.0340391,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.385,0.3849999,1.1953809,0.3850001,1.1942114,0.0000002,0.0011695,1520.983,3614.141,1521.717,3614.847,0.3850000,1.1947961,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.390,0.3900001,1.1944235,0.3900000,1.1927358,0.0000000,0.0016877,1534.878,3614.792,1535.589,3615.848,0.3900001,1.1935797,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.395,0.3949999,1.1908147,0.3950000,1.1900811,0.0000000,0.0007336,1548.772,3617.246,1549.461,3617.649,0.3949999,1.1904479,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.400,0.4000001,1.1294118,0.3999999,1.1306014,0.0000002,0.0011897,1562.667,3659.000,1563.333,3658.000,0.4000000,1.1300066,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.405,0.4050000,1.1955882,0.4050002,1.2264151,0.0000002,0.0308269,1576.561,3614.000,1577.206,3593.000,0.4050001,1.2110017,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.410,0.4100002,1.2426471,0.4100001,1.2382075,0.0000001,0.0044395,1590.456,3582.000,1591.078,3585.000,0.4100001,1.2404273,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.415,0.4150000,1.2882353,0.4150000,1.2824292,0.0000000,0.0058060,1604.350,3551.000,1604.950,3555.000,0.4150000,1.2853323,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.420,0.4199998,1.3338235,0.4199999,1.3266509,0.0000001,0.0071726,1618.244,3520.000,1618.822,3525.000,0.4199999,1.3302372,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.425,0.4250000,1.3794118,0.4249998,1.4018278,0.0000002,0.0224161,1632.139,3489.000,1632.694,3474.000,0.4249999,1.3906198,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.430,0.4299999,1.4485294,0.4300001,1.4386792,0.0000002,0.0098502,1646.033,3442.000,1646.567,3449.000,0.4300000,1.4436043,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.435,0.4350001,1.4868735,0.4350000,1.4622361,0.0000000,0.0246374,1659.928,3415.926,1660.439,3433.019,0.4350001,1.4745548,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.440,0.4399999,1.5100868,0.4400000,1.5095091,0.0000000,0.0005776,1673.822,3400.141,1674.311,3400.949,0.4399999,1.5097980,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.445,0.4450001,1.5566500,0.4449999,1.5272936,0.0000002,0.0293564,1687.717,3368.478,1688.183,3388.884,0.4450000,1.5419718,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.450,0.4500000,1.5530235,0.4500002,1.5537559,0.0000002,0.0007324,1701.611,3370.944,1702.056,3370.932,0.4500001,1.5533897,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.455,0.4550002,1.5473985,0.4550001,1.5414549,0.0000001,0.0059436,1715.506,3374.769,1715.928,3379.277,0.4550001,1.5444267,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C3,"round-bilge hull, L/B 7",long dashed,highest broad crest and rightmost peak,uppermost broad principal crest,0.460,0.4600000,1.6073529,0.4600000,1.5978774,0.0000000,0.0094756,1729.400,3334.000,1729.800,3341.000,0.4600000,1.6026151,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
