# source: Mustafa Insel, 1990 PhD thesis, Figures 359--362
# source_location: printed pages 358--359; PDF pages 368--369
# identity: solid C2 (Wigley hull), independently audited before this attribution
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_description,fn_anchor,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,source_archive
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.255,0.2550001,0.7526051,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.260,0.2599999,1.0420183,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.265,0.2650001,1.0886758,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.270,0.2700000,1.2823371,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.275,0.2749999,1.4299495,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.280,0.2800000,1.5346900,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.285,0.2850001,1.4408625,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.290,0.2900000,1.3493059,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.295,0.2949999,1.2441042,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.300,0.3000001,1.0815773,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.310,0.3100001,0.8468250,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.315,0.3150000,0.7586507,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.320,0.3199999,0.6658882,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.325,0.3250000,0.6018494,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.330,0.3300001,0.5490125,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.335,0.3350000,0.5824758,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.340,0.3399999,0.6446378,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.345,0.3450001,0.7455909,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.350,0.3499999,0.8948278,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.355,0.3550001,1.0008659,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.360,0.3600000,1.2460836,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.365,0.3649999,1.2836776,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.370,0.3700000,1.4437870,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.375,0.3750001,1.5267358,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.380,0.3800000,1.6057384,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.385,0.3849999,1.6491473,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.390,0.3900001,1.6767265,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.395,0.3949999,1.7018526,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.400,0.4000001,1.7134895,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.405,0.4050000,1.7162084,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.410,0.4099999,1.7163181,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.415,0.4150000,1.7102650,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.420,0.4200001,1.7018793,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.425,0.4250000,1.6868608,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.430,0.4299999,1.6651144,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.435,0.4350001,1.6484645,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.440,0.4399999,1.6269621,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.445,0.4450001,1.6069386,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.450,0.4500000,1.5707335,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.455,0.4549999,1.5574133,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.460,0.4600000,1.5329548,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.465,0.4650001,1.5064601,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.475,0.4749999,1.4231195,0.0030000,0.0317499,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.480,0.4800001,1.4345301,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.485,0.4849999,1.3904777,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.490,0.4900001,1.3668135,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.495,0.4950000,1.3595641,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.500,0.4999999,1.3478443,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.505,0.5050000,1.3161285,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.510,0.5100001,1.2976539,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.515,0.5150000,1.3335260,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.520,0.5199999,1.2918893,0.0030000,0.0369408,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.535,0.5350001,1.2047355,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.540,0.5400000,1.1889256,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.545,0.5449999,1.1682602,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.550,0.5500000,1.1548589,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.555,0.5550001,1.1419859,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.560,0.5600000,1.1283771,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.565,0.5649999,1.1162748,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.570,0.5700001,1.1045708,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.575,0.5749999,1.0907258,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.580,0.5800001,1.0803385,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.585,0.5850000,1.0668315,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.590,0.5899999,1.0585506,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.595,0.5950000,1.0492908,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.600,0.6000001,1.0431053,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.605,0.6050000,1.0360397,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.610,0.6099999,1.0288502,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.615,0.6150001,1.0230313,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.625,0.6250001,1.0123697,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.630,0.6300000,1.0061961,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.640,0.6400000,0.9995659,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.645,0.6450001,0.9957861,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.650,0.6500000,0.9896272,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.655,0.6549999,0.9867443,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.660,0.6600001,1.0625241,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.665,0.6649999,1.0549477,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.670,0.6700001,1.0486416,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.675,0.6750000,1.0436003,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.680,0.6799999,0.9999231,0.0030000,0.0353105,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.690,0.6900001,0.9598557,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.695,0.6950000,0.9560532,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.700,0.6999999,0.9538807,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.705,0.7050001,0.9819859,0.0030000,0.0314741,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.710,0.7099999,1.0102644,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.715,0.7150001,0.9810162,0.0030000,0.0344233,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.720,0.7200000,1.0110328,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.725,0.7249999,1.0046155,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.730,0.7300000,1.0003184,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.735,0.7350001,0.9650489,0.0030000,0.0305964,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.740,0.7400000,0.9936867,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.745,0.7449999,0.9878648,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.750,0.7500001,0.9870555,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.755,0.7549999,0.9265693,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.760,0.7600001,0.9692381,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.765,0.7650000,0.9640496,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.770,0.7699999,0.9576872,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.775,0.7750000,0.9525619,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.780,0.7800001,0.9501710,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.785,0.7850000,0.9424009,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.790,0.7899999,0.9174869,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.795,0.7950001,0.9197078,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.800,0.7999999,0.9135618,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.805,0.8050001,0.9089742,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.810,0.8100000,0.9033410,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.815,0.8149999,0.8990997,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.820,0.8200000,0.8969519,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.825,0.8250001,0.8963140,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.830,0.8300000,0.8994564,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.835,0.8349999,0.9139747,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.840,0.8400001,0.8967948,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.845,0.8449999,0.8960156,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.850,0.8500001,0.8669334,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.855,0.8550000,0.8950541,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.860,0.8599999,0.8866803,0.0030000,0.0238502,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.865,0.8650000,0.8617459,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.870,0.8700001,0.8629006,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.875,0.8750000,0.9103882,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.880,0.8799999,0.9118354,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.885,0.8850001,0.8614405,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.890,0.8899999,0.8617034,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.895,0.8950001,0.8916253,0.0030000,0.0268229,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.900,0.9000000,0.8668563,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.905,0.9049999,0.8694705,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.910,0.9100000,0.8828505,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.915,0.9150001,0.8819493,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.920,0.9200000,0.8879678,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.925,0.9249999,0.8907352,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.930,0.9300001,0.8931682,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.935,0.9349999,0.8969381,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.940,0.9400001,0.9031108,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.945,0.9450000,0.9068392,0.0030000,0.0200000,2,theory_interference.csv
360,358,368,0.3,C2,Wigley hull,solid,solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41,0.950,0.9499999,0.9119605,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.150,0.1500001,0.9732706,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.155,0.1550000,0.9450711,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.160,0.1599999,0.9184095,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.165,0.1650001,0.8976777,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.170,0.1699999,0.8908118,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.175,0.1750001,0.8965657,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.180,0.1800000,0.9029120,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.185,0.1849999,0.9035627,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.190,0.1900000,0.8913219,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.195,0.1950001,0.8564995,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.200,0.2000000,0.8464429,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.205,0.2049999,0.8616506,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.210,0.2100001,0.9984590,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.215,0.2149999,1.0486690,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.220,0.2200001,1.1899730,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.225,0.2250000,1.2870702,0.0030000,0.0200000,2,theory_interference.csv
